,Unnamed: 0,stance,target,text
3432,3432,against,"['ቀይ', 'ባህር']","['እውጭ', 'ያለነው', 'ቀረነው', 'እዚያ', 'ያሉትን', 'ጨፋጭፈህ', 'አልበቃህ', 'አለ', 'የስራችሁን', 'ይስጣችሁ']"
3433,3433,against,"['ኢዜማ', 'ፓርቲ']","['በሬ', 'እናንተ', 'ናቸው', 'ሰላም', 'ያሳጣችሁት', 'ሀገሪቱን']"
3434,3434,neutral,"['አብን', 'ፓርቲ']","['በኦነጉ', 'መሪ', 'አብይ', 'አህመድ', 'የታገቱ', 'ተማሪዎች', 'ቀን', 'ሆናቸው', 'መቼም', 'አንረሳችሁም']"
3435,3435,favor,"['አብን', 'ፓርቲ']","['ጀግና', 'ትውልድ', 'ገና', 'ታሪክ', 'ይሰራል', 'ታሪክ', 'ይቀየራል', 'አንድ', 'አማራ', 'ለሁሉም', 'አማራ']"
3436,3436,favor,"['ብልፅግና', 'ፓርቲ']","['የብልፅግና', 'እሳቤዎችን', 'መሬት', 'ማስነካት', 'የአመራሩንና', 'የአባላችን', 'ቁልፍ', 'ተግባር', 'ነው']"
3437,3437,against,"['ብልፅግና', 'ፓርቲ']","['እውነት', 'ግን', 'እኛና', 'እናንተ', 'የምንኖርባት', 'ሀገር', 'አንድ', 'ናት']"
3438,3438,favor,"['አብን', 'ፓርቲ']","['አማራ', 'ወርቅ', 'የእግዚአብሄር', 'ሰው', 'ነው', 'አዲሱ', 'ትውልድም', 'ለሰላም', 'ለፍቅር', 'ለአንድነት', 'እንዲሰሩ', 'እየተመኘሁ', 'መልካም', 'የስራ', 'ዘመን', 'ይሁንላችሁ']"
3439,3439,against,"['ኢዜማ', 'ፓርቲ']","['የሱን', 'ደም', 'ለየትኛውም', 'የኢትዮጲያ', 'ወታደር', 'ይሙት', 'እንጂ', 'እንዳትሰጡ', 'ኢትዮጲያ', 'ሌላ', 'ተጨማሪ', 'ብርሀኑ', 'ነጋን', 'አፎርድ', 'አታደርግም']"
3440,3440,favor,"['ብልፅግና', 'ፓርቲ']","['ብልፅግና', 'ፍተናዎችን', 'አልፎ', 'ኤክስፖርት', 'ጀምሯል']"
3441,3441,against,"['ብልፅግና', 'ፓርቲ']","['ሰው', 'በመግደልስ', 'በማፈናቀልም']"
3442,3442,neutral,"['ሰንድቅ', 'አላማ']","['ህዝብ', 'ያመነበት', 'የአርማ', 'ለውጥ', 'ብቻ', 'ይደረግ']"
3443,3443,neutral,"['ሰንድቅ', 'አላማ']","['ዶክተር', 'አብይ', 'አስተምሯቸውን', 'በሁሉም', 'ድርጅቶች', 'በተለይ', 'በመካከለኛ', 'ላሉ', 'ወጣት', 'አመራሮች', 'ስልጠና', 'ቢሰጡ', 'የተሻለ', 'ይሆናል']"
3444,3444,favor,"['አብን', 'ፓርቲ']","['አይዞአችሁ', 'ወገኖቸ', 'የተገፋ', 'ወተት', 'ቂቤ', 'ይወጣዋል']"
3445,3445,neutral,"['ሰንድቅ', 'አላማ']","['የዚህ', 'የባንዲራ', 'ነገር', 'መፍትሄ', 'አግኝቶ', 'እፎይ', 'የሚባልበት', 'ቀን', 'ነው', 'የናፈቀኝ']"
3446,3446,against,"['ብልፅግና', 'ፓርቲ']","['አውሬ', 'በሱ', 'ዘመኔ', 'ሰው', 'እየታጠለ', 'እየተበላ', 'ነው', 'ይሄ', 'ድውይ']"
3447,3447,against,"['ብልፅግና', 'ፓርቲ']","['የህዝብ', 'ጥያቄ', 'ካልመለሰ', 'መልሶ', 'ይደቃል', 'አመነኝ']"
3448,3448,against,"['ቀይ', 'ባህር']","['ለቀባሪው', 'አረዱት', 'አሉ', 'ቀይባህርን', 'እናዉቀዋለን']"
3449,3449,favor,"['አብን', 'ፓርቲ']","['ዛሬ', 'ለአማራ', 'ህዝብ', 'የብስራት', 'ቀን', 'ነው']"
3450,3450,neutral,"['ኢዜማ', 'ፓርቲ']","['ማን', 'የማሸንፍ', 'ይመስላችሀል']"
3451,3451,neutral,"['ሰንድቅ', 'አላማ']","['ባንዲራው', 'ይቀየር', 'ማለት', 'የህገ', 'መንግስት', 'ማሻሻያ', 'ጥያቄ', 'ማለት', 'ነው', 'ህገ', 'መንግስቱ', 'ይሻሻል', 'ዘንድ', 'ከጠየቅን', 'ደግሞ', 'ሌሎች', 'በጣም', 'መሰረታዊ', 'የሆኑ', 'አንቀፆች', 'ሁሉ', 'መነሳት', 'ሊኖርባቸው', 'ነው']"
3452,3452,against,"['ሰንድቅ', 'አላማ']","['የሚገርመው', 'ነገር', 'ቢኖር', 'ስንት', 'ወጣቶች', 'ስራ', 'አጥቶ', 'በሚከራተትበት', 'ሰአት', 'ሰለ', 'አማራ', 'ክልል', 'ብቻ', 'የጨርቅ', 'ፍላጎት', 'ለማሟላት', 'የድፍን', 'የኢትዮጵያ', 'ህዝብ', 'የልማት', 'ጥያቄ', 'ና', 'ግዜ', 'መባከን', 'ተገቢ', 'ነው', 'ብየ', 'አላስብም']"
3453,3453,favor,"['አብን', 'ፓርቲ']","['ክርስቲያን', 'ታደለ', 'ትንታጉና', 'ነበልባሉ', 'ሙህር', 'የዳግማዊ', 'ፕር', 'አስራት', 'ወልደየሱስ', 'ዋው', 'ብቃትና', 'ትንታኔና', 'የፖለቲካ', 'ማንዲስ', 'ነህ', 'ጥበበኛው', 'መሪያችን']"
3454,3454,neutral,"['አብን', 'ፓርቲ']","['አዲሱ', 'መሪ', 'አመጋገብ', 'አስተካክል', 'ከቅባት', 'የፀዳ', 'ተጠቀም', 'አደራ']"
3455,3455,against,"['ቀይ', 'ባህር']","['አብይ', 'የኢትዮጵያ', 'ንህዝብ', 'አስጨርሶ', 'ኦሮሞን', 'ሊያሰፋፋ', 'ነው', 'ምክኒያቱም', 'አማራና', 'ትግሬ', 'ነዉ', 'ደበረኛ', 'ሁለቱን', 'ዘር', 'ለማሰጨረሰ', 'ሰለዝህ', 'እሱኑ', 'ማጥፋት', 'ነው']"
3456,3456,against,"['ብልፅግና', 'ፓርቲ']","['እንኳን', 'ግዙፍ', 'ንኡስም', 'አልሆነ']"
3457,3457,favor,"['ቀይ', 'ባህር']","['ጥሩ', 'ሀሳብ', 'ነው', 'እግዚአብሄር', 'ይርዳን', 'መልካም', 'ነገር', 'ለአገራችን', 'ይሁን']"
3458,3458,favor,"['ብልፅግና', 'ፓርቲ']","['የሰው', 'ተኮር', 'ተግባር', 'በብልፅግና', 'ዘመን', 'ተጠናክሮ', 'ይቀጥላል']"
3459,3459,neutral,"['ብልፅግና', 'ፓርቲ']","['በስድብ', 'የተመሰረተ', 'አገር', 'የለምና', 'ስድብን', 'ትተን', 'ገንቢ', 'ሂስ', 'እየሰጠን', 'አገራችንን', 'እንግንባ', 'ስድብ', 'ጥላቻን', 'ጥላቻ', 'ደግሞ', 'ጥፋትን', 'ያስከትላል', 'እና']"
3460,3460,favor,"['ብልፅግና', 'ፓርቲ']","['በጣም', 'ጥሩ', 'ተግባር', 'ነዉ', 'ፓርቲያችን', 'ቃልን', 'በተግባር', 'የምያሳይ', 'ሀገራዊ', 'ፓርቲ', 'ነዉ', 'ነገር', 'ግን', 'ከኢትዮጵያ', 'ጫፍ', 'እስከ', 'ጫፍ', 'ድረስ', 'ከህዝቡ', 'የሚነሱ', 'የመልካም', 'አስተዳደር', 'ጥያቄዎችን', 'ደረጃ', 'በደረጃና', 'ቅድምያ', 'መሰጠት', 'ላለበት', 'ቅድምያ', 'በመስጠት', 'ምላሽ', 'መስጠት', 'አለበት']"
3461,3461,neutral,"['ሰንድቅ', 'አላማ']","['የዚህ', 'የባንዲራ', 'ነገር', 'መፍትሄ', 'አግኝቶ', 'እፎይ', 'የሚባልበት', 'ቀን', 'ነው', 'የናፈቀኝ']"
3462,3462,favor,"['አብን', 'ፓርቲ']","['አይዟችሁ', 'በርቱ', 'ወገኖቸ', 'ተጎናችሁ', 'ነን', 'አማራ', 'የፍቅር', 'ሰው', 'ነን']"
3463,3463,favor,"['አብን', 'ፓርቲ']","['ጥሩ', 'ነው', 'ቀጥሉበት']"
3464,3464,favor,"['ብልፅግና', 'ፓርቲ']","['ፓርቲው', 'በየደረጃው', 'ላሉት', 'አመራሮች', 'የጀመረውን', 'የአቅም', 'ግንባታ', 'በአመራር', 'ስምሪትም', 'ተጠናክሮ', 'መቀጠል', 'አለበት']"
3465,3465,against,"['አብን', 'ፓርቲ']","['ድርጅቱን', 'ለገዥው', 'ፓርቲ', 'እንደፈለገ', 'እንዲፈነጭበት', 'አሳልፋችሁ', 'ከሰጣችሁመጀመሪያም', 'አብን', 'የአማራ', 'ህዝብ', 'ድርጅት', 'ሳይሆን', 'የተወሰኑ', 'የግለሰብ', 'ፅንፈኞች', 'መራኮቻ', 'በርሜል', 'ነበር', 'ማለት', 'ነው']"
3466,3466,favor,"['አብን', 'ፓርቲ']","['ይህን', 'ቀን', 'በጣም', 'ነበር', 'በጉጉት', 'የምጠብቀው', 'እርግጠኛነኝ', 'ድርጅቱ', 'ፍሬ', 'ያፈራል', 'እድሜ', 'ለህውሀት', 'ሁሉም', 'ለበጎ', 'ነው']"
3467,3467,against,"['ቀይ', 'ባህር']","['በቀይ', 'ባህር', 'ስም', 'ተምሮ', 'አገር', 'የሚገነባ', 'ትውልድ', 'ተፋጀ', 'የሰው', 'ሀገርን', 'ሀብት', 'እያዩ', 'ከመመቅኘትና', 'ከመመኝት', 'ኢትዮጵያ', 'ከዛ', 'በላይ', 'ያላትን', 'ሀብት', 'እንካ', 'ህዝባ', 'በሰላም', 'መብላትን', 'አላገኝም', 'ከቀይ', 'ባህር', 'በላይ', 'ስንት', 'የውሀ', 'ሀብት', 'አላት', 'ያንን', 'እንካ', 'በአግባቡ', 'ለመጠቀም', 'አልበቃንም', 'ትንሽ', 'እናስብ', 'ጭንቅላታችንን', 'እናስፋው']"
3468,3468,against,"['ብልፅግና', 'ፓርቲ']","['ለወሬ', 'የለውም', 'ፍሬ', 'ከምታወራ', 'የምትችለው', 'ለኢትዮጵያ', 'ህዝብ', 'በትክክል', 'ስራ']"
3469,3469,against,"['ብልፅግና', 'ፓርቲ']","['ብሄር', 'የለሽ', 'የቡና', 'ቤት', 'ውጤቶች', 'አባታቸውን', 'አያውቁም', 'ብሄር', 'ፖለቲካን', 'ይጠላሉ', 'ብሄርን', 'ማጠናከር', 'ግን', 'መተማመንን', 'ያጠናክራል', 'ብሄርን', 'የሚጠሉ', 'የሻርሙጣ', 'ልጆች', 'ከገፉበት', 'ሀገርቷ', 'ፈርሳ', 'በጉርብትና', 'ተከባብሮ', 'መኖሩ', 'ይመረጣል']"
3470,3470,neutral,"['ብልፅግና', 'ፓርቲ']","['አሏህ', 'ሀገራችን', 'ሰላም', 'ያድርግልን']"
3471,3471,neutral,"['ብልፅግና', 'ፓርቲ']","['የአላህ', 'ኢትዮጵያን', 'አደራ', 'ያረብ', 'አንተ', 'ጠብቃት', 'ህዝብንም', 'በሰላም', 'በደሰታ', 'እንደድሮዉ', 'ተቻችለዉ', 'ይኑሩ']"
3472,3472,favor,"['አብን', 'ፓርቲ']","['ይህች', 'ቀን', 'በአማራ', 'ክልል', 'የድል', 'ቀን', 'ተብላ', 'በየ', 'አመቱ', 'መከበር', 'አለበት']"
3473,3473,neutral,"['ኢዜማ', 'ፓርቲ']","['ከኑሮ', 'ዉድነት', 'የሚያላቅቅ', 'ፓርት', 'ንገሩኝ', 'እስት']"
3474,3474,against,"['ቀይ', 'ባህር']","['ተራ', 'ባለ', 'ግዜ', 'በተናገረው', 'የህዝቡ', 'ሰላም', 'አንደነት', 'መጥፈት', 'የለበተም', 'ቆም', 'ብሎ', 'ቢታሰብበት', 'ጥሩ', 'ነው']"
3475,3475,favor,"['ብልፅግና', 'ፓርቲ']","['የሀገራችን', 'የብልፅግና', 'ተምሳሌት', 'ነው', 'በርቱ']"
3476,3476,favor,"['ቀይ', 'ባህር']","['የተማረ', 'ይግደለኝ', 'ማለት', 'እንዳንተ', 'ያለውን', 'ነው', 'ሌላውማ', 'በመንደር', 'ፖለቲካ', 'ተወሽቀው', 'ሀገር', 'ያምሳሉ', 'ፈጣሪ', 'ረጅም', 'እድሜ', 'ይስጥህ']"
3477,3477,neutral,"['ብልፅግና', 'ፓርቲ']","['እይ', 'አገኘሁ', 'ብዙ', 'ዋጋ', 'የከፈለ', 'ነው', 'ለምን', 'እሱን', 'ብቻ', 'መቃውሙ', 'እግባብ', 'አይደለም']"
3478,3478,against,"['ቀይ', 'ባህር']","['የኤርትራ', 'ቀይ', 'ባህር', 'ውሀ', 'ብቻ', 'አይደለም', 'የውድ', 'ልጆችዋ', 'ደም', 'ተዋህዶበታል', 'ሀገራችን', 'የነካ', 'እስክ', 'ደም', 'ጠብታ', 'እንሄዳለን']"
3479,3479,favor,"['አብን', 'ፓርቲ']","['የአብን', 'መስራቾች', 'እንኳን', 'ለዚህች', 'ቀን', 'አደረሳችሁ']"
3480,3480,against,"['ሰንድቅ', 'አላማ']","['እኛ', 'ሙስሊሞች', 'ወሎ', 'ላይ', 'የሞተብንን', 'አንረሳም', 'ያን', 'ባንድራ', 'አንፈልግም', 'ሰላሳ', 'ሺ', 'የገደሉበትን', 'በደንብ', 'አስቡበት']"
3481,3481,neutral,"['ሰንድቅ', 'አላማ']","['መጀመሪያ', 'በልባችን', 'ያለው', 'መለያየት', 'መነቃቀፍ', 'ነው', 'መነሳት', 'ያለበት', 'ያኔ', 'ነው', 'ለውጥ', 'የሚመጣው']"
3482,3482,favor,"['አብን', 'ፓርቲ']","['ኦሮማራ', 'ራሱን', 'ካከሰመ', 'በኋላ', 'ኦሮ', 'የዘመኑ', 'ብልጥ', 'ሆነና', 'የሀገሪቱን', 'ሀብትና', 'የመከላከያ', 'ሀይሉን', 'በመቈጣጠር', 'ኦሮን', 'ለመገንባትና', 'ለመገንጠል', 'አማራን', 'ደሞ', 'ከገፀምድር', 'ለማጥፋት', 'አበክሮ', 'እየሰራ', 'ነው', 'አብን', 'በርቱልን']"
3483,3483,against,"['ቀይ', 'ባህር']","['ቀይ', 'ባህር', 'ሲል', 'ያው', 'ግልፅ', 'ነው', 'ኤርትራ', 'ለማስመለስ', 'ተቸገርኩ', 'ማለቱ', 'ነው', 'አንጂ', 'ሚከራይ', 'ወደብ', 'እማ', 'ጅቡቲ', 'አለች', 'አይደል']"
3484,3484,favor,"['ኢዜማ', 'ፓርቲ']","['ደክተር', 'ብርሀኑ', 'ከስዩም', 'ተሾመ', 'ጋር', 'ያረፈደ', 'ይመስላል', 'ሆኖም', 'ስለ', 'ሰንደቅአለማችን', 'አለማበድ', 'አይቻልምና', 'ወደፊት']"
3485,3485,against,"['ቀይ', 'ባህር']","['በወሬ', 'በተረተረ', 'አገር', 'አይመራም', 'ቅድሚያ', 'ለአገር', 'ውስጥ', 'ሰላም', 'ደም', 'መፍሰስ', 'መቆም', 'አለበት']"
3486,3486,neutral,"['አብን', 'ፓርቲ']","['ለምትሳደቡ', 'እግዚአብሄር', 'ልብ', 'ይስጣችሁ', 'የእውነት', 'የነገን', 'ማን', 'ያውቃል', 'እግዚአብሄር', 'እኮ', 'በተናቁት', 'ላይ', 'እኮ', 'ነው', 'የሚሰራው', 'ማንም', 'ሰው', 'ለሰው', 'ልጂ', 'ክብር', 'ይኑርን', 'እግዚአብሄር', 'የሚያከብርን', 'እኛም', 'የሰውን', 'ልጂ', 'ስናከብር', 'ብቻ', 'ነው']"
3487,3487,favor,"['ብልፅግና', 'ፓርቲ']","['የመደመር', 'እሳቤ', 'የኢትዮጵያና', 'የኢትዮጵያውያን', 'ሁለንተናዊ', 'ብልፅግና', 'የምናረጋግጥበት', 'መንገድ', 'ነው']"
3488,3488,against,"['ሰንድቅ', 'አላማ']","['እሱ', 'እንካን', 'የህዝብ', 'ምርጫ', 'እንጅ', 'እነንቴ', 'መግለጫ', 'ስለ', 'አወጣቹት', 'አይደለም', 'ሰመይዎች']"
3489,3489,favor,"['አብን', 'ፓርቲ']","['አንተ', 'ትለያለህ', 'እውነት', 'እልሀለው', 'ዶር', 'ደሳለኝ', 'አብንን', 'ለማፍራት', 'የአማራ', 'ህዝብ', 'አመት', 'ለፍተን', 'ነው']"
3490,3490,against,"['ቀይ', 'ባህር']","['ሂዱና', 'ተወግታቹ', 'አምጡት', 'ባለስልጣናት', 'አጀንዳ', 'ማስቀየሻ', 'መሆኑ', 'ነው']"
3491,3491,favor,"['ብልፅግና', 'ፓርቲ']","['ብልፅግና', 'ፓርት', 'አንድነትን', 'የሚሰብክ', 'ህብረ', 'ብሄራዊነትን', 'የሚያስቀጥል', 'ሀገራዊ', 'ፓርት', 'ነው']"
3492,3492,against,"['ብልፅግና', 'ፓርቲ']","['ብራቦ', 'አብቹ', 'ቀልድ', 'አይጠገብም', 'ታድለክ']"
3493,3493,neutral,"['አብን', 'ፓርቲ']","['የምን', 'ዩኒፎርም', 'ነው', 'መልምለው', 'ነው', 'እነ', 'በረከት', 'ሰምኦን', 'ያለበሷቸው']"
3494,3494,neutral,"['አብን', 'ፓርቲ']","['አማራዎች', 'በጣም', 'ደስ', 'የሚሉኝ', 'በኢትዮጵያዊነታቸው', 'የማይደራደሩ', 'ውስጤ', 'ናቸው']"
3495,3495,neutral,"['ብልፅግና', 'ፓርቲ']","['ከሶስት', 'አስርተ', 'አመታት', 'በላይ', 'ያስቆጠረው', 'የወለኔ', 'ህዝብ', 'የማንነትና', 'ራስን', 'በራስ', 'የማስተዳደር', 'ህገመንግስታዊ', 'ጥያቄ', 'አፋጣኝ', 'ምላሽ', 'ሊሰጠው', 'ይገባል']"
3496,3496,neutral,"['ሰንድቅ', 'አላማ']","['ባንድራ', 'እና', 'አርማ', 'ይቀየራል', 'ወይም', 'አይቀየርም', 'በህዝብ', 'ስምምነት', 'በግዴታ', 'ህዝብ', 'ላይ', 'አትጫኑ', 'ፍላጎታችሁን', 'እንደ', 'ያለፋት', 'መንግስታት', 'ዘመኑ', 'የተሻለ', 'ሀሳብ', 'በብዙሀን', 'ምርጫ', 'መሆን', 'አለበት']"
3497,3497,favor,"['ብልፅግና', 'ፓርቲ']","['እርስ', 'በእርሳችሁ', 'የስራና', 'የሀላፊነት', 'ችሎታችሁን', 'በዚህ', 'መልክ', 'መደናነቅና', 'መመራረጥ', 'እራሱ', 'በጣም', 'ደስ', 'የሚል', 'ለውጥ', 'ነው', 'ህዝቡም', 'በየመስሪያ', 'ቤቱ', 'በየቤተሰቡ', 'ቢለምድበት', 'መልካም', 'ነው', 'ብቁ', 'ለሆነው', 'ሰው', 'እድል', 'መስጠት', 'መልካም', 'ነው']"
3498,3498,favor,"['ኢዜማ', 'ፓርቲ']","['ታዲያ', 'ሙሁር', 'ማልት', 'ለመቼ', 'ነዉ', 'እናከብርሀለን']"
3499,3499,neutral,"['አብን', 'ፓርቲ']","['ፍትህ', 'በግፍ', 'ታፍሰው', 'ለታሰሩ', 'ለአድሳባ', 'ወጣቶች']"
3500,3500,neutral,"['አብን', 'ፓርቲ']","['እባካችሁ', 'እኒህ', 'የሞቱ', 'የአማራ', 'መሪነን', 'ባዩችን', 'አማራ', 'ከማለቁ', 'በፊት', 'አንድ', 'በሏችዉ', 'ህዝቡም', 'ይዉጣ', 'አፈልጋቼዉም', 'የህዉሀትና', 'የብልፅግና', 'ተብየ', 'አህዩች', 'ከርሳሞች', 'ናቼዉ']"
3501,3501,against,"['ኢዜማ', 'ፓርቲ']","['ኢዜማ', 'ለበርካታ', 'አመታት', 'የምናውቀው', 'ለህዝብ', 'ምንም', 'ያልሰራ', 'ምርጫ', 'ብቻ', 'ሲመጣ', 'ህዝብ', 'የሚባል', 'የማህበረሰብ', 'ክፍል', 'መኖሩን', 'ትዝ', 'የሚለው', 'ፓርቲ', 'ነው']"
3502,3502,against,"['ብልፅግና', 'ፓርቲ']","['ይህ', 'ስም', 'አይመጥናችሁም', 'ሰይጣኖች', 'ናችሁ', 'የኢትዮጵያ', 'ታሪክ', 'የማይረሳው', 'ጠላት', 'ናችሁ']"
3503,3503,against,"['ብልፅግና', 'ፓርቲ']","['ግማሽ', 'ያህሉን', 'ያገሪቱን', 'ህዝብ', 'ያለቤት', 'ሜዳ', 'ላይ', 'ጥላችሁ', 'በሞትና', 'በርሀብ', 'እየተሰቃዩ', 'አገር', 'ሲኦል', 'ሆኖባቸዉ', 'እናንተ', 'በልፅጋችኋል']"
3504,3504,against,"['ቀይ', 'ባህር']","['ከቀይ', 'ባህር', 'በፊት', 'ጥቁር', 'እንባን', 'ዘግቡስታሽቃብጡ', 'ታስጠላላችሁ']"
3505,3505,neutral,"['ሰንድቅ', 'አላማ']","['ባንዴራ', 'በህዝብ', 'ውሳኔ', 'ከተቀየረ', 'የስራ', 'ቋንቋም', 'ወደ', 'ህዝበ', 'ውሳኔ', 'መቅረብ', 'አለበት', 'አማረኛ', 'ሚባል', 'ለሁሉም', 'ሰው', 'ስለ', 'ማይገልፅ']"
3506,3506,against,"['ብልፅግና', 'ፓርቲ']","['ብልፅግና', 'የሰው', 'ማረጃ', 'ቄራ']"
3507,3507,against,"['ቀይ', 'ባህር']","['አረ', 'ሰላም', 'ስጡት', 'ይሄን', 'ህዝብ']"
3508,3508,against,"['ቀይ', 'ባህር']","['ምን', 'ታደርጋለህ', 'ታዳ', 'ለምን', 'እዛ', 'ሄዴህ', 'አትዋጋምና', 'አታሰመልሰም', 'ሸንታም', 'እነዛ', 'ከብት', 'ዉታዴረ', 'ነን', 'ባይ', 'እንሰሶችህን', 'ይዘህ', 'መሄድ', 'ነዉ', 'አለቀ', 'የአማራ', 'ህዝብ', 'እንዴሆነ', 'እንዴ', 'በግ', 'አተን', 'የሚከተልበት', 'ግዜ', 'አብቅቷል', 'ሞኝህን', 'ፈልግ']"
3509,3509,neutral,"['ኢዜማ', 'ፓርቲ']","['ማን', 'የማሸንፍ', 'ይመስላችሀል']"
3510,3510,neutral,"['አብን', 'ፓርቲ']","['እባካችሁ', 'በጁንታው', 'ተላላኪዎች', 'በተለይ', 'ባለሆቴሎች', 'እና', 'ወርቅቤቶች', 'ልዩ', 'ክትትል', 'ይደረግባቸው']"
3511,3511,favor,"['ቀይ', 'ባህር']","['ኢትዮጵያ', 'አሰብ', 'ታሪካዊ', 'ወደቧ', 'ነው', 'ወያኔ', 'ከሻቢያ', 'ለመገላገል', 'ብሎ', 'በሰአቱ', 'የኢትዮፅያን', 'ወደብ', 'አብሮ', 'አስገነጠለ', 'የ', 'መቶ', 'ሀያ', 'ሚሊዮን', 'ህዝብ', 'ህልውና', 'ለ', 'ሚሊዮን', 'ኤርትራ', 'አይሰጥም']"
3512,3512,neutral,"['አብን', 'ፓርቲ']","['አማራ', 'ፊከራ', 'ብቻ', 'እየተባልን', 'በየቦታው', 'የአማራ', 'ህዝብ', 'ግፍ', 'እና', 'በደል', 'እየደረሰበት', 'ይገኛል']"
3513,3513,favor,"['አብን', 'ፓርቲ']","['እግዚአብሄር', 'ኢትዮጵያህ', 'ህዝቡን', 'ይጠብቅ', 'ወገኖቼ', 'እግዚአብሄር', 'ይጠብቃቹሁ', 'አይዞአቹሁ', 'ጠንክሩ', 'በረቱ', 'እንደድሮ', 'አባቶቻችን', 'እናቶቻችን', 'እርስ', 'በርሳቹሁ', 'ተረዳዱ', 'ተዋደዱ', 'እሰይ', 'እግዚአብሄር', 'ይጠብቃቹሁ']"
3514,3514,favor,"['አብን', 'ፓርቲ']","['ዋው', 'የናፈኩት', 'ቀን', 'ደረሰተጀመረ', 'አልተጠናቀቀም', 'አማራ']"
3515,3515,neutral,"['ሰንድቅ', 'አላማ']","['ውደዳቹም', 'ጠላቹም', 'ውያኔ', 'ውጥንቅጣችንን', 'ነው', 'ያውጣው']"
3516,3516,against,"['ብልፅግና', 'ፓርቲ']","['ይህ', 'ለተወሰነ', 'ቦታና', 'ለተወሰነ', 'ጊዜ', 'እንጂ', 'ዘለቅና', 'ሁሉንም', 'ተጠቀም', 'የሚያደርግ', 'አይደለም', 'ዛሬ', 'ከንቲባ', 'አደነች', 'ብትቀያሪ', 'ሌላው', 'ልያቆም', 'ይችላል', 'ኑሮ', 'ውድነት', 'ጫና', 'ለዝቅተኛ', 'ገቢ', 'ላለው', 'ብቻ', 'ሳይሆን', 'ለመካከለኛ', 'ገቢ', 'ላሉትም', 'ከብዷል', 'ለዚህ', 'ሁሉንም', 'አሳታፊ', 'የሚሆኑ', 'የዋጋ', 'ግሽበትን', 'ለመቀነስ', 'ትኩረት', 'ተሰጥቶት', 'ይሰራ']"
3517,3517,neutral,"['አብን', 'ፓርቲ']","['በዝህ', 'በስለጠነ', 'ጊዜ', 'ሺማግሌ', 'ሺፍታወችን', 'መያዝ', 'ያቃተው', 'መግስት']"
3518,3518,against,"['ብልፅግና', 'ፓርቲ']","['እንዲህም', 'አይነት', 'ብልፅግና', 'አይተን', 'አናውቅም', 'ወሬ', 'ብቻ', 'አሁን', 'ማሊያውም', 'የእናንተ', 'ኳሷም', 'የእናንተ', 'ሜዳውም', 'የእናንተ', 'ባንኩም', 'የእናንተ', 'ታንኩም', 'የእናንተ', 'ሁሉም', 'የእናንተ', 'እንደፈለጋችሁ', 'ተጫወቱ', 'ግን', 'ጊዜ', 'ለሁሉም', 'መልስ', 'አለው']"
3519,3519,favor,"['አብን', 'ፓርቲ']","['በዚህ', 'ሰአት', 'የኛ', 'የምንለው', 'እና', 'የምናምነው', 'ድርጅት', 'ያስፈልገናልበርቱ']"
3520,3520,neutral,"['ብልፅግና', 'ፓርቲ']","['በእውነት', 'ፈጣሪ', 'ኢትዮጵያን', 'አድንንል', 'ተለመነን', 'በቃ', 'በለን']"
3521,3521,against,"['ብልፅግና', 'ፓርቲ']","['አዎ', 'እንዴ', 'ሸኔ', 'ያለ', 'ሀገር', 'አፍራሽ', 'ፓርቲ', 'አደረጃጀት', 'ስላለህ', 'ብቃት', 'አለህ', 'ቅቤ', 'አፍ']"
3522,3522,against,"['ቀይ', 'ባህር']","['ጦርነት', 'ሳያበቃ', 'ሌላ', 'ጦርነት', 'አይከብድም', 'አዲስ', 'አበባን', 'ኬኛ', 'ብላችሁ', 'ታማሚዎች', 'እንኳን', 'እዳይገቡ', 'እያገላታችሁ']"
3523,3523,neutral,"['ሰንድቅ', 'አላማ']","['የሚገርመዉ', 'ነገር', 'ይህ', 'ቦታ', 'የኔ', 'ነዉ', 'የኔ', 'ብሄር', 'ካንተ', 'ይበልጣልየኔ', 'ሀይማኖት', 'ትክክል', 'ነው', 'ያንተ', 'ስህተት', 'ነው', 'ይህ', 'ባንዲራ', 'ይቀዬር', 'ያኛው', 'ይሁንልን', 'እንዲህና', 'እንደዛ', 'እያልን', 'ሳናውቀው', 'የምፀአት', 'ቀን', 'ይመጣል']"
3524,3524,against,"['ሰንድቅ', 'አላማ']","['ምነው', 'ለስራ', 'እና', 'ሀገር', 'ለመለወጥ', 'ብትጥሩ', 'ለባንዲራ', 'ለብሄን', 'ለዘር', 'ይባላሉ', 'ፈጣሪ', 'ግን', 'ሀገራችንን', 'ይጠብቃት']"
3525,3525,neutral,"['ሰንድቅ', 'አላማ']","['ዶክተር', 'አብይ', 'አስተምሯቸውን', 'በሁሉም', 'ድርጅቶች', 'በተለይ', 'በመካከለኛ', 'ላሉ', 'ወጣት', 'አመራሮች', 'ስልጠና', 'ቢሰጡ', 'የተሻለ', 'ይሆናል']"
3526,3526,neutral,"['ኢዜማ', 'ፓርቲ']","['አላህ', 'ለሀግርችን', 'ለህዝቧ', 'የሚጥቅመውን', 'ይምርጥል', 'ያረብ', 'ስቃይ', 'በቃን', 'ያአላህ']"
3527,3527,favor,"['ቀይ', 'ባህር']","['ቀይባህር', 'የጥንዊት', 'ኢትዮጵያ', 'ይዞታ', 'ነው', 'ይገባናል']"
